"wave","happy","health","life","gTrust","finance","nTrust","income","edu","edu_c","country"
5,"3","3","5","2","7","2","3","7","156008","China"
5,"1","1","5","1","8","1","5","1","156006","China"
5,"1","2","8","1","8","2","7","3","156001","China"
5,"2","2","8",NA,"8","1","4","7","156008","China"
5,"4","4","2","2","1","3","1","1","156006","China"
5,"3","4","1",NA,"1",NA,"1","1","156006","China"
5,"3","2","3","2","3","3","9","5","156009","China"
5,"2","2","5","1","5","1","6","3","156001","China"
5,"2","2","9","1","9","2","7","7","156008","China"
5,"1","2","5","2","6","2","7","1","156006","China"
5,"1","3","6","2","4","2","4","1","156006","China"
5,"4","4","8","2","5","1","2","1","156006","China"
5,"3","3","5","2","6","2",NA,"1","156006","China"
5,"2","1","7","1","5","2","5","1","156006","China"
5,"2","3","9","2","6","1","3","1","156006","China"
5,"4","4","7","2","4","2","2","1","156006","China"
5,"1","2","8","2","7","1","4","7","156008","China"
5,"1","3","8","2","8","1","3","3","156001","China"
5,"1","2","6","1","8","2","4","5","156009","China"
5,"2","2","8","2","6","2","3","1","156006","China"
5,"1","2","9","1","3","2","4","1","156006","China"
5,"2","3","7","1","6","2","4","5","156009","China"
5,"2","1","9","2","8","2","7","7","156008","China"
5,"2","1","8","1","8","2","5","3","156001","China"
5,"2","2","8","1","8","1","2","1","156006","China"
5,"3","4","6","1",NA,"2","3","1","156006","China"
5,"2","2","10","1","9","1","7","1","156006","China"
5,"1","1","10","1","10","2",NA,"3","156001","China"
5,"2","2","7","2","7","3","3","3","156001","China"
5,"2","2","8","2","3","3","2","1","156006","China"
5,"2","3","5","2","4","3","2","1","156006","China"
5,"2","3",NA,"2","3","2","3","1","156006","China"
5,"4","4","2","2","2","2","1","1","156006","China"
5,"2","2","7","1","3","2","6","7","156008","China"
5,"1","2","9","2","9","1","7","7","156008","China"
5,"4","4","2","1","1","1","1","1","156006","China"
5,"4","4","3","1","1","1","1","1","156006","China"
5,"1","1","9","1","9","2","5","5","156009","China"
5,"3","2","5","1","4","1","3","3","156001","China"
5,"3","3","5","1","6","1","2","7","156008","China"
5,"2","2","6","2","6","2","2","1","156006","China"
5,"1","1","7","1","5","2","4","1","156006","China"
5,"1","1","6","1",NA,"2","4","1","156006","China"
5,"1","3","6","1",NA,"2","4","1","156006","China"
5,"1","1","8","1","5","2",NA,"9","156004","China"
5,"1","1","8","1","8","2","7","1","156006","China"
5,"1","1","5","2","4","1","3","1","156006","China"
5,"1","1","8","2","7","2","5","1","156006","China"
5,"1","4","7","1","7","2","7","7","156008","China"
5,"1","1","9","2","3","2","5","7","156008","China"
5,"3","1","3","2","3","2","5","3","156001","China"
5,"1","2","9",NA,"2","1","5","7","156008","China"
5,"1","1","10","1","8","2","2","1","156006","China"
5,"1","4","2","1","2","2","4","3","156001","China"
5,"1","1","10","2","9","2","4","7","156008","China"
5,"3","4","3","1","2","2","1","1","156006","China"
5,"3","3","8","2","8","1","5","3","156001","China"
5,"3","1","8","1","8","2","1","1","156006","China"
5,"2","4","8","2","2","2",NA,"1","156006","China"
5,"1","1","8","2","8","2","5","1","156006","China"
5,"2","1","9","2","6","2","4","3","156001","China"
5,"1","1","9","2","3","1","7","1","156006","China"
5,"3","4","1","1","1","2","1","1","156006","China"
5,"1","1","10","2","8","2","3","1","156006","China"
5,"2","2","9","2","8","1","5","3","156001","China"
5,"2","1","8","1","9","1","5","1","156006","China"
5,"1","1","8","2","5","1","5","3","156001","China"
5,"2","4","10","1","1","1",NA,"1","156006","China"
5,"3","1",NA,"2",NA,"2","4","1","156006","China"
5,"1","1",NA,"2","5","2","3","7","156008","China"
5,"3","1","8","2","6","2","8","7","156008","China"
5,"2","2","5","2","5","2","5","3","156001","China"
5,"2","3","8","1","3","2","3","7","156008","China"
5,"3","1","4","2","2","2","4","1","156006","China"
5,"1","2","10","2","5","2","5","5","156009","China"
5,"3","3","5","1","8","2",NA,"3","156001","China"
5,"3","1","2","1","2","1","6","1","156006","China"
5,"3","1","8","2","4","2","8","1","156006","China"
5,"2","1",NA,"1","5","1","6","1","156006","China"
5,"2","1","6","2","3","3","5","3","156001","China"
5,"1","2","9","2","10","1","6","1","156006","China"
5,"2","4","8","2","10","2","7","3","156001","China"
5,"1","1","9","2","8","2","4","1","156006","China"
5,"1","1","6","2","6","2","4","1","156006","China"
5,"1","1","7","1","6","2","7","1","156006","China"
5,"2","3","8","1","6","1","4","7","156008","China"
5,"1","1","10","1","9","2","7","7","156008","China"
5,"2","1","6",NA,"7","1","3","7","156008","China"
5,"2","2","7","1","6",NA,"4","7","156008","China"
5,"2","3","8","1","8","2","6","1","156006","China"
5,"2","1","8","1","4","1","3","1","156006","China"
5,"2","2","8","1","8","2","8","3","156001","China"
5,"3","4","3","2","3","1",NA,"1","156006","China"
5,"3","3","6","2","6","2","2","5","156009","China"
5,"1","3","10","2","6","3","2","1","156006","China"
5,"3","3","6",NA,"6","3","1","3","156001","China"
5,"4","4","5",NA,"5","2","3","1","156006","China"
5,"3","3","5","1","8","2","2","1","156006","China"
5,"1","3","8","1","9","2","3","1","156006","China"
5,"3","1","3","2","3","4","1","3","156001","China"
5,"2","2","6","2","5","2","5","7","156008","China"
5,"4","4",NA,"1","4","3","2","1","156006","China"
5,"4","4","6","1","1","4","1","3","156001","China"
5,"2","1","7","1","7","2","5","3","156001","China"
5,"2","3","7","2","4","3","4","3","156001","China"
5,"3","3","3","1","2","2","2","1","156006","China"
5,"4","4","6","1","5","2","3","1","156006","China"
5,"3","3","4","2","3","2","2","1","156006","China"
5,"3","2","2","2","1","2",NA,"3","156001","China"
5,"3","4","1","2","5",NA,"4","3","156001","China"
5,"3","4","8","2","8","3","6","3","156001","China"
5,"4","4","1",NA,"1","3","2","1","156006","China"
5,"4","4","6","2","1","2","1","1","156006","China"
5,"4","3","5","2","5","3","1","1","156006","China"
5,"3","4","3","1","1","3","2","1","156006","China"
5,"2","2","8","2","9","3","5","1","156006","China"
5,"3","3","7","1","7","2",NA,"1","156006","China"
5,"2","3","6","1","7","2","6","1","156006","China"
5,"2","3","6","2","6","3","5","3","156001","China"
5,"3","4","8","2","7","2","4","1","156006","China"
5,"2","4","7","1","6","2","4","3","156001","China"
5,"1","1","7","2","6","3","4","1","156006","China"
5,"3","4","6","1","8","2","4","1","156006","China"
5,"4","4","1","2","2","2","2","1","156006","China"
5,"3","4","2",NA,"1","3","2","1","156006","China"
5,"2","1","6",NA,"6","2","3","1","156006","China"
5,"3","3","6","2","4","2","2","1","156006","China"
5,"3","4","10","2","8","4","3","1","156006","China"
5,"3","1","8","2","7","2","1","3","156001","China"
5,"4","4","1",NA,"1","3","1","1","156006","China"
5,"3","3","4","1","5","2","4","3","156001","China"
5,"3","3","3","1","3","2","4","5","156009","China"
5,"2","2","8","2","8","2","7","5","156009","China"
5,"2","3","7","2","5","2","4","5","156009","China"
5,"1","3",NA,"1","4","2","1","1","156006","China"
5,"1","2","9","1","6","2",NA,"5","156009","China"
5,"3","3","6",NA,"6","3","5","7","156008","China"
5,"2","3","8","1","1","3","3","7","156008","China"
5,"1","1","10","1","10","2","3","7","156008","China"
5,"2","2","8","2","6","2","3","5","156009","China"
5,"2","2","7","2","6","2","6","9","156004","China"
5,"3","4","5","1","6","2",NA,"7","156008","China"
5,"2","3","4","2","4",NA,"2","3","156001","China"
5,"1","2","9","1","8","2","4","7","156008","China"
5,"1","2","9","2","7","3","4","5","156009","China"
5,"2","3","6","1","6","3","3","5","156009","China"
5,"3","3","6","2","6","2","5","7","156008","China"
5,"2","3","5","1","3","1","3","7","156008","China"
5,"2","3","8","2","3","2","2","3","156001","China"
5,"2","3","8","1","3","2","2","5","156009","China"
5,"2","2","6","2","5","2","3","7","156008","China"
5,"2","2","8","1","7","2","2","5","156009","China"
5,"4","3","3",NA,"1","3","3","3","156001","China"
5,"2","1","5","2","1","2","5","7","156008","China"
5,"2","2","8","1","7","2","4","5","156009","China"
5,"2","3","8","2","2","2","3","1","156006","China"
5,"1","3","8","2","7","2","7","7","156008","China"
5,"2","3","9","2","9","1","1","1","156006","China"
5,"2","3","8","1","9","3","4","3","156001","China"
5,"3","4","6","2","6","2","6","1","156006","China"
5,"2","2","8","1",NA,"2",NA,"1","156006","China"
5,"2","2","8","2","8","1","6","3","156001","China"
5,"2","2","10","1","9","1",NA,"1","156006","China"
5,"2","3","9","1","7","2","6","7","156008","China"
5,"3","3","6","1","7","2",NA,"3","156001","China"
5,"2","4","5","2","8","2","2","3","156001","China"
5,"2","2","7","1","8","1","6","3","156001","China"
5,"1","2","10","2","10","3","3","1","156006","China"
5,"2","3","8","2","4","1","5","7","156008","China"
5,"4","4",NA,"2",NA,"4","2","1","156006","China"
5,"2","3","9","2","5","2",NA,"7","156008","China"
5,"1","3","10","1","9","1","6","3","156001","China"
5,"2","4","8","2","10",NA,"5","3","156001","China"
5,"3","2",NA,"2","4","3","1","1","156006","China"
5,"2","2","9","2","7","1","4","3","156001","China"
5,"3","4","5","2","3","2","2","1","156006","China"
5,"2","2","8","2","8","2","6","1","156006","China"
5,"1","3","10","1","10","2","5","7","156008","China"
5,"1","1","10","2","1","1","no_answer","5","156009","China"
5,"2","3","6",NA,"7","1","4","1","156006","China"
5,"3","3","5","1",NA,"no_answer",NA,"3","156001","China"
5,"2","4","7","2","4","2","4","1","156006","China"
5,"2","4","3","1","8","1","2","1","156006","China"
5,"3","3","10","2","3","2","5","7","156008","China"
5,"1","3","7","1","6","2","5","3","156001","China"
5,"2","2","9","2","6","1","6","5","156009","China"
5,"2","3","6","2","6","2","3","7","156008","China"
5,"1","1","9","2","9","2","4","7","156008","China"
5,"3","3","4","2","4","2",NA,"1","156006","China"
5,"3","3","7","1","4","2",NA,"1","156006","China"
5,"1","3","10","2","7","3","1","1","156006","China"
5,"1","4","10","2","3","3","4","7","156008","China"
5,"3","3",NA,"2","7","3","4","1","156006","China"
5,"2","3","10","1","7","3","no_answer","1","156006","China"
5,"4","4","4","2","1","2","3","7","156008","China"
5,"3","4","7","1","1","3","3","7","156008","China"
5,"2","2","4",NA,"3","2","no_answer","1","156006","China"
5,"2","1","10",NA,"8","2",NA,"7","156008","China"
5,"2","1","8","2","9","2",NA,"1","156006","China"
5,"2","3","10","1","7","1","no_answer","1","156006","China"
5,"1","3","10","2","10","2",NA,"1","156006","China"
5,"2","2","5",NA,"5",NA,NA,"3","156001","China"
5,"3","4","5","1","7","1",NA,"7","156008","China"
5,"2","4","9","1","9","2","2","1","156006","China"
5,"3","4",NA,NA,NA,NA,NA,"1","156006","China"
5,"2","4","9",NA,"3","2","2","1","156006","China"
5,"2","4","10","1","6","1","2","3","156001","China"
5,"3","3","8","1","7","3",NA,"1","156006","China"
5,"3","4","6","2","5","2","3","1","156006","China"
5,"2","1","9","1","7","2",NA,"1","156006","China"
5,"4","3","1","2","1",NA,"1","1","156006","China"
5,"2","3","8","2","5","2",NA,"1","156006","China"
5,"2","3","9","1","8","2","no_answer","1","156006","China"
5,"3","4","9","1","4","2",NA,"3","156001","China"
5,"2","2","8","1","8","1",NA,"1","156006","China"
5,"2","3","9","2","8","3","5","3","156001","China"
5,"2","2","10","2","8","1",NA,"1","156006","China"
5,"2","3","8","1","6","3","5","1","156006","China"
5,"1","1","10","1","9","2","4","7","156008","China"
5,"no_answer","1","8","1","8","2","4","7","156008","China"
5,"3","4","3",NA,"3","3","no_answer","1","156006","China"
5,"3","4","4","2","3","4","5","1","156006","China"
5,"2","2","9","2","9","3","1","1","156006","China"
5,"2","2","2","2","3",NA,NA,"7","156008","China"
5,"2","3","5","2","5","4","5","1","156006","China"
5,"2","4","8","1","9","1","2","3","156001","China"
5,"2","2","8","2","7","2","5","1","156006","China"
5,"2","4","8","2",NA,"1","1","1","156006","China"
5,"2","1",NA,"1","3","1","3","3","156001","China"
5,"2","2","8","1","5","2","3","1","156006","China"
5,"2","2","9","2","4","1","2","1","156006","China"
5,"2","2","8","1","7","2","3","7","156008","China"
5,"2","2","7","1","2","2","no_answer","7","156008","China"
5,"2","4",NA,"2","7","2","6","1","156006","China"
5,"3","4","2","2","5","2",NA,"1","156006","China"
5,"2","4",NA,"1","1","2","no_answer","1","156006","China"
5,"4","3","9",NA,"9","3","4","1","156006","China"
5,"2","1","9","1","5","2","5","1","156006","China"
5,"2","3","9","1","9","2","7","7","156008","China"
5,"1","1","7","1","3","2","2","3","156001","China"
5,"2","3","7","1","9","1","6","7","156008","China"
5,"2","1","8","1","8","2","6","3","156001","China"
5,"3","3","5","2","2","2","1","1","156006","China"
5,"3","4","10","2","1","3","3","3","156001","China"
5,"1","1","10","1","8","3","5","7","156008","China"
5,"2","4","10","1","8","2","5","1","156006","China"
5,"1","4","10","2","9","3",NA,"1","156006","China"
5,"2","1","8","1","8","2","5","7","156008","China"
5,"3","4","4","2","7","2","7","3","156001","China"
5,"2","3","5","1","5","1","3","3","156001","China"
5,"2","1","8","2","3","2","3","1","156006","China"
5,"1","1","8","1","9","1","3","1","156006","China"
5,"1","2","10","1","5","2",NA,"7","156008","China"
5,"2","2","7","1","4","2","5","7","156008","China"
5,"3","3","6","1","8","2","1","7","156008","China"
5,"1","2","9",NA,"6","2","1","1","156006","China"
5,"2","2","5","1","4","1","5","7","156008","China"
5,"2","1","8","2","8","2","4","3","156001","China"
5,"2","1","9","2","6","2","6","7","156008","China"
5,"2","3","7","2","3","2","7","5","156009","China"
5,"2","3","7","2","7","2","4","3","156001","China"
5,"2","3","5","2","8","2",NA,"3","156001","China"
5,"3","4","4","2","4","2","1","1","156006","China"
5,"1","1","10","2","6","2","5","7","156008","China"
5,"2","1","10","2","10","2","2","1","156006","China"
5,"2","3","10","2","7","3","1","1","156006","China"
5,"2","2","7","2","7","2","3","7","156008","China"
5,"1","3","7",NA,"6","2",NA,"3","156001","China"
5,"2","3","8","2","7","2","1","7","156008","China"
5,"1","1","8","1","8","2","6","7","156008","China"
5,"2","1","9","1","8","2","6","5","156009","China"
5,"2","2","8","1","9","2","6","7","156008","China"
5,"2","4","8","1","8","2","7","5","156009","China"
5,"2","2","10","1","10","2","8","5","156009","China"
5,"2","2","8","1","9","2","7","9","156004","China"
5,"2","1","9","1","6","2","7","9","156004","China"
5,"3","3","6","1","8","2","5","1","156006","China"
5,"2","3","8","1","7","2","no_answer","3","156001","China"
5,"2","2","8","1","5","3","no_answer","5","156009","China"
5,"2","1","6","1","7","2","3","5","156009","China"
5,"3","3","9","1","6","2","1","1","156006","China"
5,"2","1","8","1","7","2","3","5","156009","China"
5,"2","2","8","1","7","3","5","5","156009","China"
5,"2","1","9","2","7","1","2","7","156008","China"
5,"3","3","7","1","8","2","4","7","156008","China"
5,"2","3","7","2","6","2","6","7","156008","China"
5,"1","1","9","2","8","2",NA,"7","156008","China"
5,"2","1","9","2","7","2","4","7","156008","China"
5,"2","2","8","1","6","2","4","7","156008","China"
5,"2","2","8","2","8","2",NA,"7","156008","China"
5,"2","3","8","1","8","2","6","1","156006","China"
5,"2","2","8","1","8","2","6","1","156006","China"
5,"1","1","9","2","10","2","6","7","156008","China"
5,"3","3","6","1","9","2","6","1","156006","China"
5,"2","2","8","1","8","2","6","7","156008","China"
5,"2","2","7","1","6","2","6","5","156009","China"
5,"3","2","8","2","8","2","2","7","156008","China"
5,"2","1","6","1","7","2","3","5","156009","China"
5,"1","1","9","2","no_answer","2","3","3","156001","China"
5,"3","3","8","no_answer","4","2","1","3","156001","China"
5,"1","1","10","1","7","3","5","7","156008","China"
5,"3","3","6","1","3","2","6","1","156006","China"
5,"2","3","10","2","10","2","6","3","156001","China"
5,"3","3","1","2","5","3",NA,"7","156008","China"
5,"2","2","8","1","8","2","6","7","156008","China"
5,"2","3","10","1","8","2","6","7","156008","China"
5,"2","3","10","2","7","2","no_answer","7","156008","China"
5,"1","3","9","2","9","2","3","3","156001","China"
5,"2","2","8","2","no_answer","2","3","7","156008","China"
5,"2","1","8","no_answer","6","1","9","9","156004","China"
5,"2","2","3","2","8","2","7","7","156008","China"
5,"2","2","4","2","7","4","3","7","156008","China"
5,"4","3","6","2","6","1","1","3","156001","China"
5,"4","3","1","2","1","3","no_answer","1","156006","China"
5,"2","2","8","2","8","2",NA,"3","156001","China"
5,"2","2","5","2","6","1","2","3","156001","China"
5,"2","3","5","2","5","2",NA,"3","156001","China"
5,"1","1","10","2","10","2","7","7","156008","China"
5,"2","2","8","2","7","2","6","3","156001","China"
5,"3","3","1","2","3","2","2","1","156006","China"
5,"4","4","1","2","1","3","1","3","156001","China"
5,"1","4","10","1","1","1","1","1","156006","China"
5,"2","4","1","1","1","3","1","1","156006","China"
5,"2","2","9","2","3","3","3","1","156006","China"
5,"3","4","6","2","10","2","5","1","156006","China"
5,"2","2","10","1","10","2","1","7","156008","China"
5,"2","4","8","2","8","1","3","1","156006","China"
5,"2","2","8","1","3","2","5","7","156008","China"
5,"2","4","4","2","8","1","1","1","156006","China"
5,"3","4","1","1","1","1","1","3","156001","China"
5,"2","3","8","2","7","1","3","3","156001","China"
5,"2","4","9","1","7","1","4","5","156009","China"
5,"3","3","1","2","6","1","1","1","156006","China"
5,"2","3","7","2","8","1","5","1","156006","China"
5,"2","3","5","1","9","1","5","1","156006","China"
5,"2","1","10","2","10","3","3","1","156006","China"
5,"2","3","6","2","6","2","5","1","156006","China"
