"wave","country_code","happy","health","life","gTrust","finance","nTrust","income","edu","edu_c","country"
2,710,"2","2","1","1","1","4","3","6",NA,"South Africa"
2,710,"4","1","1","2","1","3","1","6",NA,"South Africa"
2,710,"2","1","2","2","1","4","2","2",NA,"South Africa"
2,710,"3","4","1","1","1","5","2","1",NA,"South Africa"
2,710,"2","3","1","2","10","3","3","7",NA,"South Africa"
2,710,"1","1","10","1","7","3","3","6",NA,"South Africa"
2,710,"2","2","10","1","4","3","1","3",NA,"South Africa"
2,710,"1","2","10","1","9","3",NA,"7",NA,"South Africa"
2,710,"1","1","9","No answer","2","5","3","7",NA,"South Africa"
2,710,"4","2","6","2","1","5","3","6",NA,"South Africa"
2,710,"4","3","10","No answer","2","5","3","2",NA,"South Africa"
2,710,"3","3","8","2","10","5","5","7",NA,"South Africa"
2,710,"2","1","5","1","5","2",NA,"6",NA,"South Africa"
2,710,"1","2","8","2","9","5",NA,"3",NA,"South Africa"
2,710,"3","4","2","1","2","2",NA,"2",NA,"South Africa"
2,710,"2","2","6","1","6","3",NA,"6",NA,"South Africa"
2,710,"4","2","4","2","1","4","1","2",NA,"South Africa"
2,710,"3","1","5","No answer","1","5","3","6",NA,"South Africa"
2,710,"3","1","2","2","1","5","2","1",NA,"South Africa"
2,710,"4","2","4","2","1","4","3","2",NA,"South Africa"
2,710,"3","1","1","2","1","3","1","6",NA,"South Africa"
2,710,"2","1","9","1","2","3","3","6",NA,"South Africa"
2,710,"2","4","1","2","1","4","1","1",NA,"South Africa"
2,710,"2","1","1","2","10","4","6","3",NA,"South Africa"
2,710,"1","1","1","1","1","3","3","2",NA,"South Africa"
2,710,"4","2","2","2","2","5",NA,"6",NA,"South Africa"
2,710,"3","2","4","2","3","3","3","6",NA,"South Africa"
2,710,"2","2","5","2","5","4","1","3",NA,"South Africa"
2,710,"4","2","3","2","1","5","1","6",NA,"South Africa"
2,710,"3","2","5","2","6","3",NA,"7",NA,"South Africa"
2,710,"3","2","10","2","1","5","1","2",NA,"South Africa"
2,710,"3","2","1","2","1","5","2","2",NA,"South Africa"
2,710,"3","2","1","2","3","3","3","6",NA,"South Africa"
2,710,"3","1","8","1","6","5",NA,"6",NA,"South Africa"
2,710,"3","2","1","2","1","5","1","6",NA,"South Africa"
2,710,"2","4","5","2","5","5",NA,"9",NA,"South Africa"
2,710,"4","2","1","2","2","5",NA,"6",NA,"South Africa"
2,710,"1","2","9","2","1","5",NA,"6",NA,"South Africa"
2,710,"4","4","2","2","3","3",NA,"6",NA,"South Africa"
2,710,"1","5","7","2","1","5",NA,"3",NA,"South Africa"
2,710,"3","2","3","2","3","5","3","2",NA,"South Africa"
2,710,"4","1","3","2","3","5","3","6",NA,"South Africa"
2,710,"4","2","4","2","1","3","2","2",NA,"South Africa"
2,710,"2","1","10","1","10","5",NA,"6",NA,"South Africa"
2,710,"4","3","1","2","1","No answer","2","6",NA,"South Africa"
2,710,"2","2","6","2","8","4","3","6",NA,"South Africa"
2,710,"3","1","4","2","2","4","3","3",NA,"South Africa"
2,710,"3","2","10","2","10","5","3","3",NA,"South Africa"
2,710,"2","1","10","1","1","5","2","6",NA,"South Africa"
2,710,"2","1","10","2","1","4",NA,"6",NA,"South Africa"
2,710,"3","2","5","2","1","3","1","6",NA,"South Africa"
2,710,"2","3","6","No answer","1","3","1","6",NA,"South Africa"
2,710,"2","2","6","2","4","5","2","7",NA,"South Africa"
2,710,"1","3","10","1","6","3","1","2",NA,"South Africa"
2,710,"1","3","7","1","5","4","1","2",NA,"South Africa"
2,710,"2","4","1","2","1","3","2","1",NA,"South Africa"
2,710,"3","2","4","2","1","4",NA,"6",NA,"South Africa"
2,710,"2","2","10","1","7","4","2","6",NA,"South Africa"
2,710,"1","1","10","1","7","3","2","2",NA,"South Africa"
2,710,"4","3","5","2","2","3","2","6",NA,"South Africa"
2,710,"4","4","1","2","3","3","3","3",NA,"South Africa"
2,710,"2","2","7","2","5","5",NA,"7",NA,"South Africa"
2,710,"2","2","8","2","9","5","6","7",NA,"South Africa"
2,710,"2","1","10","2","5","1","5","6",NA,"South Africa"
2,710,"3","3","10","2","5","5","2","6",NA,"South Africa"
2,710,"3","1","3","2","1","3","1","7",NA,"South Africa"
2,710,"4","3","2","1","1","4","1","2",NA,"South Africa"
2,710,"3","1","1","2","5","5",NA,"6",NA,"South Africa"
2,710,"3","3","1","2","1","3","1","6",NA,"South Africa"
2,710,"1","1","5","No answer","10","3","6","7",NA,"South Africa"
2,710,"3","4","1","2","1","5","1","2",NA,"South Africa"
2,710,"3","1","5","2",NA,"5","2","6",NA,"South Africa"
2,710,"2","1","9","1","1","5","1","2",NA,"South Africa"
2,710,"2","1","1","1","1","5","2","1",NA,"South Africa"
2,710,"2","3","6","2","8","5","3","6",NA,"South Africa"
2,710,"1","2","8","1","6","4",NA,"6",NA,"South Africa"
2,710,"2","1","7","2","5","3","3","6",NA,"South Africa"
2,710,"2","2","9","2","7","5","5","2",NA,"South Africa"
2,710,"3","4","1","1","1","5","2","1",NA,"South Africa"
2,710,"3","3","3","No answer","2","2","3","2",NA,"South Africa"
2,710,"3","1","7","2","7","4","3","6",NA,"South Africa"
2,710,"4","3","8","2","7","5","3","6",NA,"South Africa"
2,710,"2","3","5","No answer","7","5",NA,"6",NA,"South Africa"
2,710,"2","2","10","2","7","3","3","6",NA,"South Africa"
2,710,"3","1","6","2","1","3","1","2",NA,"South Africa"
2,710,"3","1","1","2","1","No answer","3","3",NA,"South Africa"
2,710,"2","1","7","1","7","5",NA,"7",NA,"South Africa"
2,710,"2","2","10","1","1","5","2","6",NA,"South Africa"
2,710,"2","3","10","1","1","5","3","6",NA,"South Africa"
2,710,"2","2","10","2","6","5","2","2",NA,"South Africa"
2,710,"2","2","8","1","2","3","3","2",NA,"South Africa"
2,710,"2","2","2","1","3","3","2","3",NA,"South Africa"
2,710,"1","2","10","2","5","4","1","2",NA,"South Africa"
2,710,"3","3","7","1","7","4","1","1",NA,"South Africa"
2,710,"3","3","10","2","7","5","1","2",NA,"South Africa"
2,710,"2","2","10","1","6","1","1","2",NA,"South Africa"
2,710,"2","2","7","2","5","3","2","2",NA,"South Africa"
2,710,"2","1","8","1","1","3","1","2",NA,"South Africa"
2,710,"1","1","1","2","6","4","2","2",NA,"South Africa"
2,710,"2","3","3","2","1","3","2","2",NA,"South Africa"
2,710,"3","4","3","2","2","5",NA,"6",NA,"South Africa"
2,710,"2","1","5","2","1","5","1","3",NA,"South Africa"
2,710,"3","1","5","2","8","4","3","6",NA,"South Africa"
2,710,"1","1","1","1","8","3","2","6",NA,"South Africa"
2,710,"2","3","5","1","1","5","2","6",NA,"South Africa"
2,710,"2","4","10","2","1","3","3","7",NA,"South Africa"
2,710,"3","2","2","1","2","1","2","3",NA,"South Africa"
2,710,"3","4","9","2","2","4","5","6",NA,"South Africa"
2,710,"4","5","2","2","6","5","3","2",NA,"South Africa"
2,710,"3","1","1","1","1","3",NA,"6",NA,"South Africa"
2,710,"1","1","10","1","10","5","3","2",NA,"South Africa"
2,710,"1","3","10","2","7","2",NA,"3",NA,"South Africa"
2,710,"4","1","1","2","1","5","2","3",NA,"South Africa"
2,710,"4","3","5","2","5","4","3","2",NA,"South Africa"
2,710,"3","3","5","1","10","No answer","2","3",NA,"South Africa"
2,710,"2","2","6","2","4","3","2","2",NA,"South Africa"
2,710,"1","1","10","2","9","3",NA,"6",NA,"South Africa"
2,710,"2","1","7","2","1","3","3","6",NA,"South Africa"
2,710,"2","3","5","1","5","3","3","2",NA,"South Africa"
2,710,"1","1","9","2","7","3","3","3",NA,"South Africa"
2,710,"2","1","10","2","10","5","3","3",NA,"South Africa"
2,710,"2","3","9","2","7","5","6","2",NA,"South Africa"
2,710,"1","1","10","1","9","3","2","3",NA,"South Africa"
2,710,"2","2","8","2","10","3","6","6",NA,"South Africa"
2,710,"2","2","5","2","8","4","6","6",NA,"South Africa"
2,710,"1","3","10","2","8","3","6","3",NA,"South Africa"
2,710,"2","3","9","2","6","4","2","2",NA,"South Africa"
2,710,"2","3","7","2","6","4",NA,"6",NA,"South Africa"
2,710,"2","3","8","2","8","3","3","3",NA,"South Africa"
2,710,"3","2","10","2","4","3",NA,"6",NA,"South Africa"
2,710,"2","3","8","2","9","3","3","2",NA,"South Africa"
2,710,"3","2","5","2","1","3","3","3",NA,"South Africa"
2,710,"2","1","8","2","7","4","7","7",NA,"South Africa"
2,710,"1","2","10","2","9","5","7","3",NA,"South Africa"
2,710,"1","1","8","2","8","3",NA,"6",NA,"South Africa"
2,710,"2","2","7","2","6","2","5","7",NA,"South Africa"
2,710,"2","2","6","2","5","3","7","7",NA,"South Africa"
2,710,"2","1","8","2","6","3","7","8",NA,"South Africa"
2,710,"1","1","7","2","6","4","6","6",NA,"South Africa"
2,710,"2","2","5","2","5","4","7","7",NA,"South Africa"
2,710,"1","1","8","2","8","3","3","6",NA,"South Africa"
2,710,"1","1","8","1","8","3",NA,"6",NA,"South Africa"
2,710,"No answer","2","2","2","3","5",NA,"6",NA,"South Africa"
2,710,"2","3","3","2","1","2","2","6",NA,"South Africa"
2,710,"2","2","8","2","9","3",NA,"6",NA,"South Africa"
2,710,"1","2","7","2","8","3","2","7",NA,"South Africa"
2,710,"2","No answer","10","2","1","3","3","3",NA,"South Africa"
2,710,"2","2","5","2","5","3",NA,"6",NA,"South Africa"
2,710,"1","1","10","2","8","5","6","7",NA,"South Africa"
2,710,"1","1","10","2","5","1","5","2",NA,"South Africa"
2,710,"1","1","9","1","10","1","1","6",NA,"South Africa"
2,710,"2","1","10","2","6","No answer","5","6",NA,"South Africa"
2,710,"1","1","9","2","8","5","5","6",NA,"South Africa"
2,710,"2","2","10","2","5","3","5","7",NA,"South Africa"
2,710,"2","3","8","1","5","3","5","7",NA,"South Africa"
2,710,"1","1","10","2","6","3","6","6",NA,"South Africa"
2,710,"2","2","5","2","5","3","3","6",NA,"South Africa"
2,710,"2","2","10","2","9","3","6","6",NA,"South Africa"
2,710,"2","3","6","2","7","3","5","6",NA,"South Africa"
2,710,"1","1","10","2","8","3","2","6",NA,"South Africa"
2,710,"2","2","10","2","7","2",NA,"3",NA,"South Africa"
2,710,"3","4","1","2","1","3","1","2",NA,"South Africa"
2,710,"2","2","7","2","9","4","3","6",NA,"South Africa"
2,710,"1","2","7","2","2","3","1","2",NA,"South Africa"
2,710,"3","3","7","2","5","3","2","3",NA,"South Africa"
2,710,"1","1","7","1","7","2","6","7",NA,"South Africa"
2,710,"1","1","9","2","10","No answer","6","7",NA,"South Africa"
2,710,"2","1","10","2","8","3","6","9",NA,"South Africa"
2,710,"3","3","7","1","5","4","7","9",NA,"South Africa"
2,710,"1","3","8","1","8","3","5","6",NA,"South Africa"
2,710,"2","2","6","2","4","3","3","8",NA,"South Africa"
2,710,"2","3","6","1","6","3","2","3",NA,"South Africa"
2,710,"1","2","10","1","10","No answer","2","6",NA,"South Africa"
2,710,"3","3","9","2","2","3","1","3",NA,"South Africa"
2,710,"2","3","7","2","1","3","1","6",NA,"South Africa"
2,710,"1","3","10","2","8","3","3","3",NA,"South Africa"
2,710,"1","1","9","2","9","3","3","2",NA,"South Africa"
2,710,"2","2","6","1","9","4","6","7",NA,"South Africa"
2,710,"2","2","8","2","6","No answer","5","7",NA,"South Africa"
2,710,"1","3","3","2","10","No answer",NA,"6",NA,"South Africa"
2,710,"1","2","7","2","6","4","5","7",NA,"South Africa"
2,710,"1","2","8","2","2","3","2","2",NA,"South Africa"
2,710,"3","1","8","2","6","3","3","6",NA,"South Africa"
2,710,"3","4","5","2","5","3","6","6",NA,"South Africa"
2,710,"3","2","10","2","10","4","5","6",NA,"South Africa"
2,710,"2","2","9","2","8","2","3","6",NA,"South Africa"
2,710,"1","3","7","2","8","3","7","6",NA,"South Africa"
2,710,"1","1","10","1","8","4",NA,"6",NA,"South Africa"
2,710,"2","3","7","2","6","3","3","6",NA,"South Africa"
2,710,"2","2","8","1","6","3","7","6",NA,"South Africa"
2,710,"2","3","5","2","5","3",NA,"7",NA,"South Africa"
2,710,"1","3","10","2","5","4","2","6",NA,"South Africa"
2,710,"1","2","9","2","6","4","3","6",NA,"South Africa"
2,710,"1","3","10","2","9","2","6","3",NA,"South Africa"
2,710,"1","2","9","2","9","2","5","6",NA,"South Africa"
2,710,"1","1","9","2","8","3","5","7",NA,"South Africa"
2,710,"1","1","9","2","8","3",NA,"6",NA,"South Africa"
2,710,"1","1","10","2","10","3",NA,"7",NA,"South Africa"
2,710,"2","2","8","2","9","No answer","6","6",NA,"South Africa"
2,710,"2","2","7","2","7","3",NA,"8",NA,"South Africa"
2,710,"2","3","6","2","1","3",NA,"2",NA,"South Africa"
2,710,"1","1","10","1","6","3",NA,"6",NA,"South Africa"
2,710,"1","3","10","2","10","3","6","9",NA,"South Africa"
2,710,"1","1","10","2","10","3","7","9",NA,"South Africa"
2,710,"1","1","6","2","9","3","6","7",NA,"South Africa"
2,710,"1","1","8","2","10","5","7","7",NA,"South Africa"
2,710,"1","3","9","2","8","1","3","6",NA,"South Africa"
2,710,"2","2","7","2","8","3","7","7",NA,"South Africa"
2,710,"3","4","5","2","5","2","3","1",NA,"South Africa"
2,710,"2","5","8","2","1","5","1","2",NA,"South Africa"
2,710,"1","1","10","2","5","3","6","8",NA,"South Africa"
2,710,"2","1","7","2","1","1","2","6",NA,"South Africa"
2,710,"1","1","10","2","5","3","2","3",NA,"South Africa"
2,710,"2","2","9","2","8","3","2","6",NA,"South Africa"
2,710,"2","4","7","2","3","3","3","3",NA,"South Africa"
2,710,"1","1","10","2","8","1","3","3",NA,"South Africa"
2,710,"1","2","8","2","4","3",NA,"2",NA,"South Africa"
2,710,"2","3","7","2","7","No answer","3","6",NA,"South Africa"
2,710,"2","3","9","2","9","No answer",NA,"6",NA,"South Africa"
2,710,"2","1","7","2","8","3","6","6",NA,"South Africa"
2,710,"1","2",NA,"1","5","1","1","6",NA,"South Africa"
2,710,"2","2","7","1","6","No answer","5","9",NA,"South Africa"
2,710,"2","1","8","2","9","No answer","6","6",NA,"South Africa"
2,710,"3","2","1","2","1","3","1","2",NA,"South Africa"
2,710,"1","2","7","2","2","5","2","2",NA,"South Africa"
2,710,"2","2","5","2","8","3",NA,"6",NA,"South Africa"
2,710,"2","1","2","2","2","3","3","3",NA,"South Africa"
2,710,"1","3","10","2","10","3","6","7",NA,"South Africa"
2,710,"1","3","8","2","5","3",NA,"2",NA,"South Africa"
2,710,"2","3","2","2","1","2","5","2",NA,"South Africa"
2,710,"2","1","9","2","10","3",NA,"6",NA,"South Africa"
2,710,"2","2","7","2","4","2","2","2",NA,"South Africa"
2,710,"1","3","10","1","5","3","3","6",NA,"South Africa"
2,710,"1","2",NA,"2","9","5","1","3",NA,"South Africa"
2,710,"1","1","9","2","8","4","3","3",NA,"South Africa"
2,710,"1","1","9","2","9","4",NA,"6",NA,"South Africa"
2,710,"1","2","8","1","9","5","6","3",NA,"South Africa"
2,710,"1","2","9","2","8","3","5","6",NA,"South Africa"
2,710,"1","3","7","2","5","3","3","2",NA,"South Africa"
2,710,"2","2","7","2","6","3","2","3",NA,"South Africa"
2,710,"1","4","4","2","2","5","5","6",NA,"South Africa"
2,710,"1","3","8","2","8","3",NA,"3",NA,"South Africa"
2,710,"2","1","7","2","4","4",NA,"6",NA,"South Africa"
2,710,"2","2","8","2","8","3","6","7",NA,"South Africa"
2,710,"1","1","6","2","9","4","3","6",NA,"South Africa"
2,710,"1","2","3","2","7","3",NA,"3",NA,"South Africa"
2,710,"1","1","10","2","9","3","3","2",NA,"South Africa"
2,710,"2","1","9","2","10","3","3","6",NA,"South Africa"
2,710,"1","3","8","2","4","5","6","3",NA,"South Africa"
2,710,"1","3","7","2","7","3","5","7",NA,"South Africa"
2,710,"2","2","6","2","8","5","5","3",NA,"South Africa"
2,710,"2","2","10","2","7","5","3","9",NA,"South Africa"
2,710,"1","4","7","2","5","2","2","3",NA,"South Africa"
2,710,"1","1","10","2","7","3","7","7",NA,"South Africa"
2,710,"2","2","9","2","5","5","6","6",NA,"South Africa"
2,710,"2","2","9","2","8","5",NA,"6",NA,"South Africa"
2,710,"1","1","10","2","9","1","3","2",NA,"South Africa"
2,710,"2","2","8","2","8","4",NA,"6",NA,"South Africa"
2,710,"1","2","10","2","5","3","3","3",NA,"South Africa"
2,710,"2","1","9","1","6","3","3","7",NA,"South Africa"
2,710,"2","2","8","2","8","5","6","7",NA,"South Africa"
2,710,"2","2","8","2","5","4","3","8",NA,"South Africa"
2,710,"2","3","6","2","4","No answer","2","1",NA,"South Africa"
2,710,"2","2","8","2","5","No answer","1","2",NA,"South Africa"
2,710,"2","1","6","2","1","No answer","5","8",NA,"South Africa"
2,710,"1","1","8","2","7","3","3","6",NA,"South Africa"
2,710,"1","1","10","2","10","2","5","3",NA,"South Africa"
2,710,"1","1","9","2","8","1","7","6",NA,"South Africa"
2,710,"3","3","9","2","5","4","2","3",NA,"South Africa"
2,710,"2","5","8","2","4","2","2","2",NA,"South Africa"
2,710,"1","3","8","2","8","No answer","2","3",NA,"South Africa"
2,710,"2","1","10","2","6","3","5","6",NA,"South Africa"
2,710,"2","1","9","1","1","3","2","6",NA,"South Africa"
2,710,"3","4","2","2","1","5",NA,"7",NA,"South Africa"
2,710,"1","4","3","2","4","2","6","6",NA,"South Africa"
2,710,"2","2","8","2","6","No answer","3","1",NA,"South Africa"
2,710,"2","2","9","1","6","3","3","2",NA,"South Africa"
2,710,"1","3","10","2","8","3","7","6",NA,"South Africa"
2,710,"1","2","6","2","6","3","3","6",NA,"South Africa"
2,710,"1","1","10","2","2","5","3","3",NA,"South Africa"
2,710,"1","4","10","2","6","3","1","6",NA,"South Africa"
2,710,"1","2","4","2","1","4","5","6",NA,"South Africa"
2,710,"2","1","6","2","6","3",NA,"6",NA,"South Africa"
2,710,"2","2","8","2","1","2","3","1",NA,"South Africa"
2,710,"1","4","8","2","7","5",NA,"6",NA,"South Africa"
2,710,"1","1","6","2","8","3",NA,"6",NA,"South Africa"
2,710,"1","3","10","2","6","3","6","3",NA,"South Africa"
2,710,"1","3","10","2","5","3","5","2",NA,"South Africa"
2,710,"2","1","7","2","5","3","5","6",NA,"South Africa"
2,710,"1","2","8","2","7","2","2","6",NA,"South Africa"
2,710,"2","2","8","2","6","No answer","2","1",NA,"South Africa"
2,710,"1","1","7","2","5","No answer","3","6",NA,"South Africa"
2,710,"1","1","8","1","9","2","3","7",NA,"South Africa"
2,710,"1","2","7","2","6","5","5","6",NA,"South Africa"
2,710,"1","2","10","2","7","2",NA,"2",NA,"South Africa"
2,710,"1","4","10","2","8","3","3","3",NA,"South Africa"
2,710,"1","1",NA,"2","10","No answer","3","3",NA,"South Africa"
2,710,"1","4","8","2","8","1",NA,"3",NA,"South Africa"
2,710,"1","3","9","2","10","3","5","6",NA,"South Africa"
2,710,"2","1","6","2","8","4",NA,"7",NA,"South Africa"
2,710,"2","3","5","2","7","4","2","2",NA,"South Africa"
2,710,"2","3","7","2","5","4","3","6",NA,"South Africa"
2,710,"2","1","2","2","2","4","5","6",NA,"South Africa"
2,710,"1","2","6","2","6","2","6","7",NA,"South Africa"
2,710,"2","3","5","2","8","3",NA,"6",NA,"South Africa"
2,710,"1","2","10","2","9","1","2","2",NA,"South Africa"
2,710,"2","2","8","2","7","3",NA,"7",NA,"South Africa"
2,710,"1","3","9","2","4","4",NA,"3",NA,"South Africa"
2,710,"3","4","5","2","5","5",NA,"2",NA,"South Africa"
2,710,"2","2","7","2","6","4","3","6",NA,"South Africa"
2,710,"1","1","10","2","9","3",NA,"2",NA,"South Africa"
2,710,"1","1","2","1","1","No answer",NA,"6",NA,"South Africa"
2,710,"2","2","5","2","5","3","5","6",NA,"South Africa"
2,710,"2","3","5","2","3","3",NA,"6",NA,"South Africa"
2,710,"2","1",NA,"No answer","10","1","3","3",NA,"South Africa"
2,710,"1","1","10","2","10","3","5","7",NA,"South Africa"
2,710,"2","1","9","2","6","3",NA,"7",NA,"South Africa"
2,710,"2","1","10","2","10","3","8","9",NA,"South Africa"
2,710,"2","1","7","No answer","10","5",NA,"9",NA,"South Africa"
2,710,"3","No answer","5","2","9","3","3","7",NA,"South Africa"
2,710,"3","1","6","2","5","No answer",NA,"7",NA,"South Africa"
2,710,"3","4","5","2","5","4","1","2",NA,"South Africa"
2,710,"2","2","6","2","6","3",NA,"6",NA,"South Africa"
2,710,"3","2","7","2","6","3","5","9",NA,"South Africa"
2,710,"1","1","10","2","10","2","7","9",NA,"South Africa"
2,710,"2","1","10","2","8","5","7","6",NA,"South Africa"
2,710,"2","1","10","1","5","3",NA,"3",NA,"South Africa"
2,710,"3","3","2","2","2","3",NA,"6",NA,"South Africa"
2,710,"3","1","6","2","5","4","3","6",NA,"South Africa"
2,710,"2","3","5","2","4","5","2","3",NA,"South Africa"
2,710,"2","1","4","2","3","5","3","7",NA,"South Africa"
2,710,"3","2","7","1","8","5","8","9",NA,"South Africa"
2,710,"3","3","3","2","1","2","2","2",NA,"South Africa"
2,710,"1","2","9","2","9","2","6","6",NA,"South Africa"
2,710,"2","1","9","2","6","5","3","2",NA,"South Africa"
2,710,"3","1","1","2","1","5","3","6",NA,"South Africa"
2,710,"2","2","8","2","8","3",NA,"6",NA,"South Africa"
2,710,"1","1","10","2","8","3","5","9",NA,"South Africa"
2,710,"3","1","5","1","8","3","7","7",NA,"South Africa"
2,710,"3","3","7","2","10","No answer","7","7",NA,"South Africa"
2,710,"1","3","3","1","4","4","3","2",NA,"South Africa"
2,710,"1","1","8","2","8","4","6","7",NA,"South Africa"
2,710,"2","4","2","2","1","5","3","2",NA,"South Africa"
2,710,"2","1","4","2","8","4","7","7",NA,"South Africa"
2,710,"1","2","9","1","5","3","5","6",NA,"South Africa"
2,710,"2","1","8","2","7","5",NA,"6",NA,"South Africa"
2,710,"2","2","5","2","3","2",NA,"6",NA,"South Africa"
2,710,"1","4","7","2","5","4",NA,"6",NA,"South Africa"
2,710,"3","2","5","2","1","5","3","6",NA,"South Africa"
